,id,station_name,open_date,status_code,fuel_type_code,ev_connector_types,ev_network,groups_with_access_code,access_days_time,street_address,city,zip,state,longitude,latitude
546,154267.0,GE,2020-02-28,E,ELEC,"['CHADEMO', 'J1772COMBO']",EVCS,Public - Credit card at all times,24 hours daily,1411 S Garfield Ave,Alhambra,91801.0,CA,-118.123387,34.077862
547,183934.0,103 N Chapel Ave,2020-11-13,E,ELEC,['J1772'],EV Connect,Public,,103 N Chapel Ave,Alhambra,91801.0,CA,-118.124572,34.097224
548,183935.0,80 S First Street,2020-11-13,E,ELEC,['J1772'],EV Connect,Public,,80 S First Street,Alhambra,91801.0,CA,-118.126989,34.093848
549,183936.0,26 N 1st St,2020-11-13,E,ELEC,['J1772'],EV Connect,Public,,26 N 1st St,Alhambra,91801.0,CA,-118.128086,34.095498
550,159956.0,CORPORATE YARD CIVIC CENTER 2,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,11320-11330 Bullis Rd,Lynwood,90262.0,CA,-118.199572,33.926681
551,160053.0,CORPORATE YARD CIVIC CENTER 3,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,11338 Bullis Rd,Lynwood,90262.0,CA,-118.199694,33.926437
552,160069.0,CORPORATE YARD CIVIC CENTER 1,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,11338-11348 Bullis Rd,Lynwood,90262.0,CA,-118.199741,33.926319
553,178189.0,CORPORATE YARD CIVIC CENTER 4,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,11320-11330 Bullis Rd,Lynwood,90262.0,CA,-118.199623,33.926676
554,160569.0,TORRANCE MCMASTERPARK DC,2020-06-12,E,ELEC,"['CHADEMO', 'J1772COMBO']",ChargePoint Network,Public,24 hours daily,17537 Yukon Ave,Torrance,90504.0,CA,-118.335329,33.871696
555,160607.0,TORRANCE COLUMBIA L2,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,4045 190th St,Torrance,90504.0,CA,-118.344239,33.860283
556,179162.0,TORRANCE MCMASTERPARK L2,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,17537 Yukon Ave,Torrance,90504.0,CA,-118.335375,33.871695
557,179191.0,TORRANCE COLUMBIA DC,2021-01-27,E,ELEC,"['CHADEMO', 'J1772COMBO']",ChargePoint Network,Public,24 hours daily,4045 190th St,Torrance,90504.0,CA,-118.344276,33.860262
558,179505.0,SOUTHBAY BMW STATION 02,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,18800 Hawthorne Blvd,Torrance,90504.0,CA,-118.352078,33.860253
559,187717.0,"Starbucks at 2124 Artesia Blvd. Torrance, CA 90504 01",2021-04-12,E,ELEC,['J1772'],Volta,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,2124 Artesia Boulevard,Torrance,90504.0,CA,-118.316838,33.872375
560,228511.0,Coffee Bean,2018-03-07,E,ELEC,['J1772'],eVgo Network,Public,24 hours daily,18201 Crenshaw Blvd,Torrance,90504.0,CA,-118.3268,33.86545
561,253596.0,"Starbucks at 2124 Artesia Blvd. Torrance, CA 90504",2023-02-08,E,ELEC,['J1772'],Volta,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,2124 Artesia Boulevard,Torrance,90504.0,CA,-118.316776,33.872386
562,260073.0,ARCO Torrance,2023-04-28,T,ELEC,"['CHADEMO', 'J1772COMBO']",eVgo Network,TEMPORARILY UNAVAILABLE (Public),24 hours daily,1800 Artesia Blvd,Torrance,90504.0,CA,-118.30969,33.87253
563,224413.0,"Inventrust Stevenson Ranch Plaza (Stevenson Ranch,",2022-07-26,E,ELEC,"['CHADEMO', 'J1772COMBO']",Electrify America,Public,24 hours daily,24909 Pico Canyon Rd,Stevenson Ranch,91381.0,CA,-118.57355,34.38381
564,155113.0,BELLFLOWER CITY STATION 8,2020-04-01,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,16337 Bellflower Blvd,Bellflower,90706.0,CA,-118.126184,33.885645
565,158789.0,G&M OIL CHEVRON #187,2020-06-12,E,ELEC,"['CHADEMO', 'J1772COMBO']",ChargePoint Network,Public,24 hours daily,17055 Lakewood Blvd,Bellflower,90706.0,CA,-118.14318,33.878772
566,170730.0,HOWARD CDM THE EXCHANGE 3,2021-01-01,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,17434 BELLFLOWER BLVD,BELLFLOWER,90706.0,CA,-118.124105,33.87368
567,175466.0,BELLFLOWER CITY STATION 7,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,16337 Bellflower Blvd,Bellflower,90706.0,CA,-118.126131,33.885636
568,175467.0,BELLFLOWER CITY STATION 6,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,16337 Bellflower Blvd,Bellflower,90706.0,CA,-118.126088,33.885636
569,175468.0,BELLFLOWER CITY STATION 5,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,16337 Bellflower Blvd,Bellflower,90706.0,CA,-118.126023,33.885636
570,175469.0,BELLFLOWER CITY STATION 4,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,16337 Bellflower Blvd,Bellflower,90706.0,CA,-118.125787,33.885654
571,175470.0,BELLFLOWER CITY STATION 3,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,16337 Bellflower Blvd,Bellflower,90706.0,CA,-118.125852,33.885636
572,175471.0,BELLFLOWER CITY SPACE 10,2021-01-27,T,ELEC,['J1772'],ChargePoint Network,TEMPORARILY UNAVAILABLE (Public),24 hours daily,16337 Bellflower Blvd,Bellflower,90706.0,CA,-118.125723,33.885645
573,175472.0,BELLFLOWER CITY STATION 2,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,16337 Bellflower Blvd,Bellflower,90706.0,CA,-118.125916,33.885645
574,175473.0,BELLFLOWER CITY STATION 9,2021-01-27,T,ELEC,['J1772'],ChargePoint Network,TEMPORARILY UNAVAILABLE (Public),24 hours daily,16337 Bellflower Blvd,Bellflower,90706.0,CA,-118.126249,33.88561
575,175474.0,BELLFLOWER CITY STATION 1,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,16337 Bellflower Blvd,Bellflower,90706.0,CA,-118.125959,33.885645
576,182162.0,HOWARD CDM THE EXCHANGE 2,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,17434 BELLFLOWER BLVD,BELLFLOWER,90706.0,CA,-118.124241,33.873673
577,182163.0,HOWARD CDM THE EXCHANGE 1,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,17434 BELLFLOWER BLVD,BELLFLOWER,90706.0,CA,-118.124255,33.873891
578,216592.0,BELLFLOWER CITY SIMS PARK 1,2022-05-05,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,16614 Clark Ave,Bellflower,90706.0,CA,-118.132957,33.883978
579,33564.0,Lakewood Center Mall,2012-10-25,E,ELEC,['J1772'],Non-Networked,Public,5am-10pm daily,4500 Silva St,Lakewood,90712.0,CA,-118.13889,33.84788
580,65659.0,Lakewood City Hall,2014-06-01,E,ELEC,['J1772'],Non-Networked,Public,24 hours daily; maximum session time of 90 minutes,5050 Clark Ave,Lakewood,90712.0,CA,-118.132994,33.849737
581,160794.0,EVSP WALGREENS STORE 6903,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,5829 Lakewood Blvd,Lakewood,90712.0,CA,-118.143308,33.861078
582,165474.0,LAKEWOOD CITY CITY HALL 1,2020-08-26,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,5050 Clark Ave,Lakewood,90712.0,CA,-118.133123,33.850313
583,166578.0,Rocket Lab,2019-11-05,E,ELEC,['J1772'],EV Connect,Private,24 hours daily; Also accepts Paypal,3881 McGowen,Lakewood,90712.0,CA,-118.1489693,33.8302802
584,181071.0,LAKEWOOD CITY CITY HALL 2,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,5050 Clark Ave,Lakewood,90712.0,CA,-118.133124,33.850252
585,228543.0,Lakewood Center Mall,2018-03-07,E,ELEC,"['CHADEMO', 'J1772COMBO']",eVgo Network,Public,24 hours daily,500 Lakewood Center Mall,Lakewood,90712.0,CA,-118.139662,33.851328
586,254239.0,2700 Carson St,2023-02-18,E,ELEC,"['CHADEMO', 'J1772COMBO']",eVgo Network,Public,24 hours daily,2724 Carson St,Lakewood,90712.0,CA,-118.15925,33.83215
587,1556.0,LADWP - Sylmar West,2016-01-01,E,ELEC,['J1772'],Non-Networked,Private - Government only,Fleet use only,13201 Sepulveda Blvd,Sylmar,91342.0,CA,-118.480505,34.30309
588,21414.0,Sylmar Station,2019-04-01,E,ELEC,['J1772'],EV Connect,Public,,Village Way Dr,San Fernando,91342.0,CA,-118.449219,34.293717
589,63738.0,Los Angeles County - Olive View UCLA Medical Center,2014-10-01,E,ELEC,['J1772'],Non-Networked,Public,"24 hours daily; keypad activated, instructions on EVSE",14445 Olive View Dr,Sylmar,91342.0,CA,-118.445513,34.325912
590,70007.0,Caltrans District 7 - Equipment Shop,2019-03-03,E,ELEC,['J1772'],EV Connect,Private,,13200 Golden State Rd,Los Angeles,91342.0,CA,-118.4831458,34.3105669
591,76723.0,Los Angeles County - Olive View UCLA Medical Center - Overflow Lot,2018-06-30,E,ELEC,['NEMA1450'],Non-Networked,Public,"24 hours daily; keypad activated, instructions on EVSE; Drivers must bring their own J1772 cordset for Level 1 charging",14445 Olive View Dr,Sylmar,91342.0,CA,-118.445513,34.325912
592,99242.0,Lake View Terrace Branch,2018-06-14,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,12002 Osborne Ave,Sylmar,91342.0,CA,-118.394181,34.272716
593,103599.0,12860 Encinitas Ave,2018-09-27,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,12860 Encinitas Ave,Los Angeles,91342.0,CA,-118.478003,34.303331
594,103802.0,LADWP - Sylmar Converter Station,2018-09-01,E,ELEC,['J1772'],Non-Networked,Private,Fleet use only,13501 Central Ave,Sylmar,91342.0,CA,-118.480525,34.313095
595,149568.0,13640 Foothill Blvd,2019-11-27,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,13640 Foothill Blvd,Sylmar,91342.0,CA,-118.431073,34.307912
596,152932.0,15596 W Roxford St,2020-01-23,E,ELEC,['J1772'],FLO,Public,24 hours daily,15596 W Roxford St,Los Angeles,91342.0,CA,-118.4711377,34.31161914
597,167755.0,14207 Sayre St,2020-10-24,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,14207 Sayre St,Sylmar,91342.0,CA,-118.44296,34.302036
598,221406.0,12801 San Fernando Rd,2022-06-16,E,ELEC,['J1772'],FLO,Public,24 hours daily,12801 San Fernando Rd,Los Angeles,91342.0,CA,-118.4635458,34.30238415
599,237213.0,13601 Glenoaks blvd,2022-12-06,E,ELEC,['J1772'],FLO,Public,24 hours daily,13601 Glenoaks blvd,Los Angeles,91342.0,CA,-118.4644775,34.31887929
600,253908.0,12450 Foothill EV,2022-11-29,E,ELEC,['J1772'],Non-Networked,Public - Credit card at all times,24 hours daily,12450 Foothill Blvd,Sylmar,91342.0,CA,-118.40722,34.28562
601,21368.0,Hotel Sofitel,2002-01-31,E,ELEC,['J1772'],Non-Networked,Public,24 hours daily; for guest use only; see valet for access,8555 Beverly Blvd,Los Angeles,90048.0,CA,-118.377527,34.076264
602,70009.0,Cedars - Sinai Medical Center,2011-12-01,E,ELEC,['J1772'],Non-Networked,Private,Employee use only,139 S George Burns Rd,Los Angeles,90048.0,CA,-118.381799,34.074538
603,82419.0,Cedars - Sinai Medical Center,2017-04-01,E,ELEC,['J1772'],Non-Networked,Private,Employee use only,127 San Vicente Blvd,Los Angeles,90048.0,CA,-118.379207,34.074544
604,82420.0,Cedars - Sinai Medical Center,2017-04-01,E,ELEC,['J1772'],Non-Networked,Private,Employee use only,444 San Vicente Blvd,Los Angeles,90048.0,CA,-118.375833,34.070505
605,95694.0,8500 Burton Way,2013-02-15,E,ELEC,['J1772'],Blink Network,Public,,8500 Burton Way,Los Angeles,90048.0,CA,-118.377094,34.071196
606,96441.0,8500 Burton Way - Basement Lot,2013-02-15,E,ELEC,['J1772'],Blink Network,Public,,8500 Burton Way,Los Angeles,90048.0,CA,-118.377019,34.071163
607,113090.0,SLS Hotel at Beverly Hills - Tesla Destination,2016-06-15,E,ELEC,['TESLA'],Tesla Destination,Public,,465 S La Cienega Blvd,Los Angeles,90048.0,CA,-118.376637,34.069888
608,113097.0,Elan Hotel - Tesla Destination,2016-01-06,E,ELEC,"['J1772', 'TESLA']",Tesla Destination,Public,,8435 Beverly Blvd,Los Angeles,90048.0,CA,-118.374499,34.076247
609,113098.0,Sofitel Los Angeles at Beverly Hills - Tesla Destination,2018-01-03,E,ELEC,['TESLA'],Tesla Destination,Public,,8555 Beverly Blvd,Los Angeles,90048.0,CA,-118.377534,34.07626
610,155314.0,WEHO 401 SVB #2 (S),2020-04-11,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,401 N San Vicente Blvd,West Hollywood,90048.0,CA,-118.380694,34.078789
611,156618.0,703 Robertson,2020-05-22,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,123 Robertson Blvd,Los Angeles,90048.0,CA,-118.384093,34.074376
612,159355.0,BEVERLY CENTER BEV CEN 8,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,8500 Beverly Blvd,Los Angeles,90048.0,CA,-118.377752,34.075577
613,160429.0,PARKING LEVEL 1 LVL 2 STATION,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,6100 Wilshire,Los Angeles,90048.0,CA,-118.362158,34.06235
614,175519.0,WEHO 401 SVB #1 (N),2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,401 N San Vicente Blvd,West Hollywood,90048.0,CA,-118.380822,34.078903
615,177099.0,BEVERLY CENTER BEV CEN 7,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,8500 Beverly Blvd,Los Angeles,90048.0,CA,-118.376957,34.075862
616,177100.0,BEVERLY CENTER BEV CEN 6,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,8500 Beverly Blvd,Los Angeles,90048.0,CA,-118.376934,34.075914
617,177101.0,BEVERLY CENTER BEV CEN 5,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,8500 Beverly Blvd,Los Angeles,90048.0,CA,-118.377966,34.075842
618,177102.0,BEVERLY CENTER BEV CEN 1,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,8500 Beverly Blvd,Los Angeles,90048.0,CA,-118.376939,34.075923
619,177103.0,BEVERLY CENTER BEV CEN 2,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,8500 Beverly Blvd,Los Angeles,90048.0,CA,-118.377761,34.075571
620,177104.0,BEVERLY CENTER BEV CEN 4,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,8500 Beverly Blvd,Los Angeles,90048.0,CA,-118.376986,34.075941
621,177105.0,BEVERLY CENTER BEV CEN 3,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,8500 Beverly Blvd,Los Angeles,90048.0,CA,-118.377144,34.075832
622,182475.0,U.S. REIF 6300 6300 WILSHIRE,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,Mon 7:00am - 7:00pm; Tue 7:00am - 7:00pm; Wed 7:00am - 7:00pm; Thu 7:00am - 7:00pm; Fri 7:00am - 7:00pm,6300 Wilshire Blvd,Los Angeles,90048.0,CA,-118.366485,34.06295
623,205959.0,7952 W 3rd St,2022-02-05,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,7952 W 3rd St,Los Angeles,90048.0,CA,-118.363186,34.07168
624,228779.0,Bristol Farms,2018-03-07,E,ELEC,"['CHADEMO', 'J1772', 'J1772COMBO']",eVgo Network,Public,24 hours daily,9039 Beverly Blvd,Los Angeles,90048.0,CA,-118.388499,34.077342
625,99232.0,Encino Library,2018-06-14,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,18231 W Ventura Blvd,Tarzana,91356.0,CA,-118.530084,34.166729
626,151258.0,Village Walk,2014-10-14,E,ELEC,['J1772'],Volta,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,18700 Ventura Boulevard,Tarzana,91356.0,CA,-118.54123395,34.1706387
627,152365.0,20355 W VENTURA BLVD,2020-01-10,T,ELEC,['J1772'],SHELL_RECHARGE,TEMPORARILY UNAVAILABLE (Public),24 hours daily,20355 W VENTURA BLVD,Los Angeles,91356.0,CA,-118.576567,34.169056
628,152976.0,18401 Burbank Blvd,2020-01-23,E,ELEC,['J1772'],FLO,Public,24 hours daily,18401 Burbank Blvd,Tarzana,91356.0,CA,-118.534174,34.17208639
629,156623.0,19510 Ventura Blvd,2020-05-22,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,19510 Ventura Blvd,Tarzana,91356.0,CA,-118.558187,34.172671
630,156624.0,19545 Ventura Blvd,2020-05-22,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,19545 Ventura Blvd,Tarzana,91356.0,CA,-118.559603,34.172915
631,158805.0,PTMC PTMC 15,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,18410 Burbank Blvd,Los Angeles,91356.0,CA,-118.533861,34.170932
632,158806.0,PTMC PTMC 4,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,18360 Burbank Blvd,Los Angeles,91356.0,CA,-118.533589,34.170944
633,158807.0,PTMC PTMC 2,2020-06-12,T,ELEC,['J1772'],ChargePoint Network,TEMPORARILY UNAVAILABLE (Public),24 hours daily,18321 Clark St,Los Angeles,91356.0,CA,-118.533839,34.170867
634,158808.0,PTMC PTMC 3,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,Unnamed Road,Los Angeles,91356.0,CA,-118.53386,34.170765
635,164094.0,Tarzana Medical Atrium,2019-12-09,E,ELEC,['J1772'],SemaCharge Network,Public,,5411 Etiwanda Avenue,Tarzana,91356.0,CA,-118.531114,34.169113
636,176136.0,PTMC PTMC 14,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,18410 Burbank Blvd,Los Angeles,91356.0,CA,-118.533598,34.171063
637,176137.0,PTMC PTMC 13,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,18410 Burbank Blvd,Los Angeles,91356.0,CA,-118.533876,34.170948
638,176138.0,PTMC PTMC 12,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,18410 Burbank Blvd,Los Angeles,91356.0,CA,-118.5336,34.171035
639,176139.0,PTMC PTMC 11,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,18410 Burbank Blvd,Los Angeles,91356.0,CA,-118.533601,34.171095
640,176140.0,PTMC PTMC 10,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,18410 Burbank Blvd,Los Angeles,91356.0,CA,-118.53363,34.171119
641,176141.0,PTMC PTMC 8,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,18410 Burbank Blvd,Los Angeles,91356.0,CA,-118.533644,34.171061
642,176142.0,PTMC PTMC 7,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,18410 Burbank Blvd,Los Angeles,91356.0,CA,-118.533638,34.171048
643,176143.0,PTMC PTMC 6,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,18410 Burbank Blvd,Los Angeles,91356.0,CA,-118.533613,34.171002
644,176144.0,PTMC PTMC 5,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,18410 Burbank Blvd,Los Angeles,91356.0,CA,-118.533626,34.171063
645,176145.0,PTMC PTMC 9,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,18410 Burbank Blvd,Los Angeles,91356.0,CA,-118.53384,34.170888
646,176146.0,PTMC PTMC 1,2021-01-27,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,18321 Clark St,Los Angeles,91356.0,CA,-118.533839,34.170854
647,222233.0,18242 Burbank Blvd,2022-06-30,E,ELEC,['J1772'],FLO,Public,24 hours daily,18242 Burbank Blvd,Los Angeles,91356.0,CA,-118.5302923,34.1722376
648,222577.0,18411 Hatteras St,2022-07-07,E,ELEC,['J1772'],FLO,Public,24 hours daily,18411 Hatteras St,Los Angeles,91356.0,CA,-118.5336397,34.1775053
649,222894.0,18425 Collins St,2022-07-08,E,ELEC,['J1772'],FLO,Public,24 hours daily,18425 Collins St,Los Angeles,91356.0,CA,-118.5343023,34.17495217
650,223052.0,18713 Hatteras St,2022-07-09,E,ELEC,['J1772'],FLO,Public,24 hours daily,18713 Hatteras St,Los Angeles,91356.0,CA,-118.5413461,34.1771509
651,223053.0,18850 Hatteras St,2022-07-09,E,ELEC,['J1772'],FLO,Public,24 hours daily,18850 Hatteras St,Los Angeles,91356.0,CA,-118.5441088,34.17717185
652,228243.0,Walgreens,2018-03-07,E,ELEC,"['CHADEMO', 'J1772COMBO']",eVgo Network,Public,24 hours daily,18568 Ventura Blvd,Tarzana,91356.0,CA,-118.537994,34.16892
653,228834.0,Main Parking Lot,2013-10-16,E,ELEC,['J1772'],SemaCharge Network,Public,,18300 Tarzana DR,Tarzana,91356.0,CA,-118.532266,34.162001
654,232967.0,DS-65,2022-10-06,E,ELEC,"['CHADEMO', 'J1772COMBO']",SHELL_RECHARGE,Public,24 hours daily,5555 Sylvia Ave,Los Angeles,91356.0,CA,-118.55265,34.172423
655,21419.0,Getty Center,2013-07-01,E,ELEC,"['J1772', 'NEMA520']",Non-Networked,Public,Garage business hours; pay lot; Drivers must bring their own J1772 cordset for Level 1 charging,1200 Getty Center Dr,Los Angeles,90049.0,CA,-118.474585,34.077588
656,81371.0,Skirball Cultural Center,2017-02-01,E,ELEC,['J1772'],Non-Networked,Public,"12pm-5pm T-F, 10am-5pm Sat-Sun",2701 N Sepulveda Blvd,Los Angeles,90049.0,CA,-118.479053,34.124839
657,113078.0,Luxe Sunset Blvd Hotel - Tesla Destination,2015-05-12,E,ELEC,['TESLA'],Tesla Destination,Public,,11461 Sunset Blvd,Los Angeles,90049.0,CA,-118.402376,34.068876
658,148798.0,11999 San Vicente Blvd,2012-02-16,T,ELEC,['J1772'],SemaCharge Network,TEMPORARILY UNAVAILABLE (Public),24 hours daily,11999 San Vicente Blvd,Los Angeles,90049.0,CA,-118.472811,34.052656
659,151872.0,Whole Foods Market Brentwood,2019-11-01,E,ELEC,['J1772'],Volta,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,11737 San Vicente Blvd,Los Angeles,90049.0,CA,-118.4670045,34.0535655
660,154730.0,838 S Barrington Ave,2020-03-26,E,ELEC,['J1772'],FLO,Public,24 hours daily,838 S Barrington Ave,Los Angeles,90049.0,CA,-118.466265,34.05432591
661,159573.0,11611 BG - 1,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,11611 San Vicente Blvd,Los Angeles,90049.0,CA,-118.462616,34.054368
662,163465.0,420 S Sepulveda Blvd,2020-06-18,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,420 S Sepulveda Blvd,Los Angeles,90049.0,CA,-118.460543,34.066735
663,163978.0,The Cosmopolitan BW,2020-06-26,E,ELEC,['J1772'],EV Connect,Public,,441 S. Barrington Ave,Los Angeles,90049.0,CA,-118.469274,34.059902
664,227630.0,Bellagio - Bel Air,2022-08-08,E,ELEC,['J1772'],EVGATEWAY,Public,24 hours daily,11715 Bellagio Rd,Los Angeles,90049.0,CA,-118.469437,34.078716
665,6405.0,Galpin Motors,2012-12-11,E,ELEC,['J1772'],Non-Networked,Public - Call ahead,Dealership business hours,15421 Roscoe Blvd,Sepulveda,91343.0,CA,-118.468371,34.221665
666,99255.0,Mid Valley Regional Library,2018-06-14,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,16244 Nordhoff St,North Hills,91343.0,CA,-118.487435,34.234966
667,103792.0,LADWP - Burnet Avenue,2018-09-01,E,ELEC,['J1772'],Non-Networked,Public,24 hours daily,8677 Burnet Ave,North Hills,91343.0,CA,-118.463489,34.22845
668,152337.0,15475 W ROSCOE BLVD,2020-01-09,E,ELEC,['J1772'],SHELL_RECHARGE,Public,24 hours daily,15475 W ROSCOE BLVD,Los Angeles,91343.0,CA,-118.469557,34.221521
669,154563.0,15450 Plummer St,2020-03-19,E,ELEC,['J1772'],FLO,Public,24 hours daily,15450 Plummer St,North Hills,91343.0,CA,-118.4693382,34.24270771
670,160785.0,EVSP WALGREENS STORE 7950,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,15316 Nordhoff St,Los Angeles,91343.0,CA,-118.46618,34.235201
671,205084.0,WIG EV GOLDSMITH&HULL,2022-01-20,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,16933 Parthenia St,Los Angeles,91343.0,CA,-118.501466,34.229027
672,221309.0,4407 Laurel Canyon Blvd,2022-06-15,E,ELEC,['J1772'],FLO,Public,24 hours daily,4407 Laurel Canyon Blvd,Los Angeles,91343.0,CA,-118.3965934,34.15071707
673,221314.0,16141 Nordhoff St,2022-06-15,E,ELEC,['J1772'],FLO,Public,24 hours daily,16141 Nordhoff St,Los Angeles,91343.0,CA,-118.4842607,34.2357385
674,221627.0,14924 Nordhoff St,2022-06-22,E,ELEC,['J1772'],FLO,Public,24 hours daily,14924 Nordhoff St,Los Angeles,91343.0,CA,-118.4582975,34.23536352
675,225621.0,15355 Plummer St,2022-08-17,E,ELEC,['J1772'],FLO,Public,24 hours daily,15355 Plummer St,Los Angeles,91343.0,CA,-118.4664259,34.24285788
676,227634.0,Bright Star Valor Academy,2022-08-08,E,ELEC,['J1772'],EVGATEWAY,Public,24 hours daily,9034 Burnet Ave,North Hills,91343.0,CA,-118.462643,34.234685
677,255630.0,GALPIN MAZDA STATION 1,2023-03-07,T,ELEC,['J1772'],ChargePoint Network,TEMPORARILY UNAVAILABLE (Public),24 hours daily,8425 Sepulveda Blvd,Los Angeles,91343.0,CA,-118.468421,34.22364
678,255631.0,GALPIN MAZDA STATION 2,2023-03-07,T,ELEC,['J1772'],ChargePoint Network,TEMPORARILY UNAVAILABLE (Public),24 hours daily,8425 Sepulveda Blvd,Los Angeles,91343.0,CA,-118.468228,34.223391
679,160836.0,EVSP WALGREENS STORE 5616,2020-06-12,E,ELEC,['J1772'],ChargePoint Network,Public,24 hours daily,5913 Carson St,Lakewood,90713.0,CA,-118.116166,33.83283
