,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,restricted_access,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,cng_has_rng,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_renewable_source,lng_vehicle_class,lng_has_rng,lpg_primary,lpg_nozzle_types,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blends,rd_blends_fr,rd_blended_with_biodiesel,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_network_ids,federal_agency
57,public,24 hours daily,,,2023-05-14,,ELEC,Public,181260,2021-01-27,,E,,LA PLAZA CVS UPSTAIRS4,888-758-4389,2023-05-14T00:21:14Z,,GPS,34.058162,-118.241181,Los Angeles,,,CA,555 N Broadway,90012,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5363611'], 'posts': ['8949891']}",
58,public,24 hours daily,,,2023-05-14,,ELEC,Public,181261,2021-01-27,,E,,LA PLAZA CVS UPSTAIRS2,888-758-4389,2023-05-14T00:21:14Z,,GPS,34.058215,-118.241289,Los Angeles,,,CA,555 N Broadway,90012,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5363591'], 'posts': ['8949871']}",
59,public,24 hours daily,,,2023-05-14,,ELEC,Public,181326,2021-01-27,,E,,LA PLAZA PUBLIC STATION4,888-758-4389,2023-05-14T00:21:43Z,,GPS,34.057674,-118.241139,Los Angeles,,,CA,555 N Spring St,90012,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5402261'], 'posts': ['8999681']}",
60,public,24 hours daily,,,2023-05-14,,ELEC,Public,181327,2021-01-27,,E,,LA PLAZA PUBLIC STATION3,888-758-4389,2023-05-14T00:21:43Z,,GPS,34.057614,-118.241021,Los Angeles,,,CA,555 N Spring St,90012,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5402221'], 'posts': ['8999641']}",
61,public,24 hours daily,,,2023-05-14,,ELEC,Public,181328,2021-01-27,,E,,LA PLAZA PUBLIC STATION1,888-758-4389,2023-05-14T00:21:43Z,,GPS,34.057709,-118.241,Los Angeles,,,CA,555 N Spring St,90012,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL5402211'], 'posts': ['8999631']}",
62,private,Accepts fleet card,GOVERNMENT,,2021-02-22,,ELEC,Private - Government only,184289,2021-01-15,FG,E,,VISN 22/LOS ANGELES,,2021-08-04T00:01:52Z,FED_GOV,GPS,34.053085,-118.4529,Los Angeles,,,CA,351 E Temple St,90012,US,,,,,,,,,,,,['J1772'],,,1.0,Non-Networked,,,$0.13 per kWh,,,,,,,,,,,,,,,,,,,,,,Privé - Réservé au gouvernement,,,"{'id': 19, 'code': 'VA', 'name': 'Department of Veterans Affairs'}"
63,private,,,,2023-01-10,,ELEC,Private,191213,2016-01-01,T,E,,LADWP - Main St,,2023-02-14T15:54:11Z,UTILITY,200-8,34.066622,-118.227516,Los Angeles,,,CA,1630 N Main St,90012,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,,,,,,,,,,,,,,,,,,,,,,,,Privé,,,
64,public,24 hours daily,,,2023-05-14,,ELEC,Public,192694,2021-07-09,,E,,Figueroa Plaza P1,855-900-7584,2023-05-14T00:38:43Z,,GPS,34.059093,-118.251429,Los Angeles,,,CA,201 N Figueroa St,90012,US,,,,,,,,,,,,"['CHADEMO', 'J1772', 'J1772COMBO']",3.0,,21.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['3113'], 'posts': ['12750A', '12752A', '12753A', '12754A', '12755A', '12756A', '12757A', '12758A', '12759A', '12760A', '12761A', '12762A', '12763A', '12764A', '12765A', '12766A', '12767A', '12768A', '12769A', '12770A', '12771A', '153458', '153459', '153460']}",
65,public,24 hours daily,,,2023-05-14,,ELEC,Public,194762,2021-09-01,,E,,Figueroa Plaza P2,855-900-7584,2023-05-14T00:38:44Z,,GPS,34.059093,-118.251429,Los Angeles,,,CA,201 N Figueroa St,90012,US,,,,,,,,,,,,['J1772'],,,22.0,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['3168'], 'posts': ['12772A', '12773A', '12774A', '12775A', '12776A', '12777A', '12778A', '12779A', '12780A', '12781A', '12782A', '12783A', '12784A', '12785A', '12786A', '12787A', '12788A', '12789A', '12790A', '12791A', '12792A', '12793A']}",
66,public,24 hours daily,,,2023-05-14,,ELEC,Public,197092,2021-10-04,,E,,ORSINI III LA SPACE 374,888-758-4389,2023-05-14T00:16:54Z,,GPS,34.062407,-118.245232,Los Angeles,,,CA,816 Bartlett St,90012,US,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL1912921'], 'posts': ['2257681']}",
67,public,24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2021-11-04,,ELEC,Public - Credit card at all times,199067,2021-10-08,P,E,False,The Elysian,866-300-3827,2022-02-10T19:42:29Z,MULTI_UNIT_DWELLING,GPS,34.0671655546203,-118.249277717326,Los Angeles,,,CA,1115 Sunset Blvd,90012,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",4.0,,,EVCS,https://evcs.com,,,,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,
68,private,24 hours daily,,,2022-01-10,,ELEC,Private,202981,2021-10-25,P,E,,Los Angeles Metro - CMF,,2022-02-10T19:42:29Z,PARKING_LOT,200-8,34.060066,-118.22932,Los Angeles,,,CA,470 Bauchet St,90012,US,,,,,,,,,,,,['J1772'],,,2.0,EVGATEWAY,http://evgateway.com/,,,,,,,,,,,,,,,,,,,,,,,,Privé,,,
69,private,24 hours daily,,,2022-01-10,,ELEC,Private,202983,2021-10-25,P,E,,Los Angeles Metro - Metropolitan Transportation Authority Headquarters,,2022-02-10T19:42:29Z,PARKING_LOT,GPS,34.05701742921838,-118.2330489306894,Los Angeles,,,CA,1 Gateway Plz,90012,US,,,,,,,,,,,,['J1772'],,,2.0,EVGATEWAY,http://evgateway.com/,,,,,,,,,,,,,,,,,,,,,,,,Privé,,,
70,public,24 hours daily,,,2023-05-14,,ELEC,Public,205116,2022-01-21,,E,,GSA CW 350 WEST 1ST,888-758-4389,2023-05-14T00:19:46Z,,GPS,34.05377,-118.245784,Los Angeles,,,CA,300-354 W 1st St,90012,US,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['USCPIL2127331'], 'posts': ['21553721', '21553731']}",
71,private,,,,2022-08-10,,ELEC,Private,205639,2014-10-01,LG,E,,Los Angeles County - Internal Services Department Alameda Fleet Services,,2023-02-14T15:54:11Z,FLEET_GARAGE,GPS,34.061528,-118.236723,Los Angeles,Parking garage,,CA,1055 N Alameda St,90012,US,,,,,,,,,,,,['J1772'],,,3.0,Non-Networked,,,,,,,,,,,,,,,,,,,,,,,,,Privé,,,
72,public,24 hours daily,,,2023-05-14,,ELEC,Public,217293,2022-05-10,,E,,1205 N Main St,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.06427488,-118.2323846,Los Angeles,,,CA,1205 N Main St,90012,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10507']},
73,public,24 hours daily,,,2023-05-14,,ELEC,Public,218538,2022-05-19,,E,,301 N Garey St,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.05062839,-118.2344186,Los Angeles,,,CA,301 N Garey St,90012,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10449']},
74,public,24 hours daily,,,2023-05-14,,ELEC,Public,218541,2022-05-19,,E,,655 Alpine St,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.06360703,-118.2425698,Los Angeles,,,CA,655 Alpine St,90012,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10444']},
75,public,24 hours daily,,,2023-05-14,,ELEC,Public,218544,2022-05-19,,E,,899-664 Keller St,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.05395619,-118.2292721,Los Angeles,,,CA,899-664 Keller St,90012,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10443']},
76,public,24 hours daily,,,2023-05-14,,ELEC,Public,218545,2022-05-19,,E,,719 Yale St,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.06179892,-118.2416241,Los Angeles,,,CA,719 Yale St,90012,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10462']},
77,public,24 hours daily,,,2023-05-14,,ELEC,Public,218997,2022-05-21,,E,,1421 N Main St,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.06533675,-118.230569,Los Angeles,,,CA,1421 N Main St,90012,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10505']},
78,public,24 hours daily,,,2023-05-14,,ELEC,Public,219000,2022-05-21,,E,,549 Clara St,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.05711593,-118.2321089,Los Angeles,,,CA,549 Clara St,90012,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10483']},
79,public,,,,2023-05-14,,ELEC,Public,221176,2019-02-12,,E,,430617 : AVA Little Tokyo,800-663-5633,2023-05-14T00:00:41Z,,GPS,34.048993,-118.243743,Los Angeles,,,CA,236 South Los Angeles Street,90012,US,,,,,,,,,,,,['J1772'],,,1.0,SemaCharge Network,https://semaconnect.com/,,"$0.00-$3.00/Hr Variable Parking Fee, $0.00-$0.16/kWh Variable Energy Fee",,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['3184'], 'posts': ['8767']}",
80,public,,,,2023-05-13,,ELEC,Public,222536,2022-07-06,,E,,GALA Parking,888-998-2546,2023-05-13T23:58:32Z,,GPS,34.054562,-118.248333,Los Angeles,"Chargers are on L2, L1, P1, and P2. ||Chargers are on the East Side.||",,CA,131 South Olive Street,90012,US,,,,,,,,,,,,['J1772'],,,42.0,Blink Network,http://www.blinkcharging.com/,,Free,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['465ba1dd-d734-8158-93cc-330000738151'], 'posts': ['465ba1dd-d734-8158-93cc-330000682815', '465ba1dd-d734-8158-93cc-330000682818', '465ba1dd-d734-8158-93cc-330000682855', '465ba1dd-d734-8158-93cc-330000682878', '465ba1dd-d734-8158-93cc-330000682880', '465ba1dd-d734-8158-93cc-330000682881', '465ba1dd-d734-8158-93cc-330000682898', '465ba1dd-d734-8158-93cc-330000682905', '465ba1dd-d734-8158-93cc-330000682907', '465ba1dd-d734-8158-93cc-330000682921', '465ba1dd-d734-8158-93cc-330000682940', '465ba1dd-d734-8158-93cc-330000682942', '465ba1dd-d734-8158-93cc-330000682946', '465ba1dd-d734-8158-93cc-330000682948', '465ba1dd-d734-8158-93cc-330000682950', '465ba1dd-d734-8158-93cc-330000682951', '465ba1dd-d734-8158-93cc-330000682967', '465ba1dd-d734-8158-93cc-330000693389', '465ba1dd-d734-8158-93cc-330000693405', '465ba1dd-d734-8158-93cc-330000693406', '465ba1dd-d734-8158-93cc-330000693407', '465ba1dd-d734-8158-93cc-330000693408', '465ba1dd-d734-8158-93cc-330000693409', '465ba1dd-d734-8158-93cc-330000693410', '465ba1dd-d734-8158-93cc-330000693411', '465ba1dd-d734-8158-93cc-330000693413', '465ba1dd-d734-8158-93cc-330000693422', '465ba1dd-d734-8158-93cc-330000693583', '465ba1dd-d734-8158-93cc-330000693586', '465ba1dd-d734-8158-93cc-330000693597', '465ba1dd-d734-8158-93cc-330000693599', '465ba1dd-d734-8158-93cc-330000693610', '465ba1dd-d734-8158-93cc-330000693615', '465ba1dd-d734-8158-93cc-330000693632', '465ba1dd-d734-8158-93cc-330000693636', '465ba1dd-d734-8158-93cc-330000693639', '465ba1dd-d734-8158-93cc-330000693640', '465ba1dd-d734-8158-93cc-330000693641', '465ba1dd-d734-8158-93cc-330000693643', '465ba1dd-d734-8158-93cc-330000693670', '465ba1dd-d734-8158-93cc-330000693674', '465ba1dd-d734-8158-93cc-330000693684']}",
81,public,24 hours daily,,,2023-05-14,,ELEC,Public,223061,2022-07-09,,E,,498 N Garey St,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.05208157,-118.2342743,Los Angeles,,,CA,498 N Garey St,90012,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10579']},
82,public,24 hours daily,,,2022-08-10,,ELEC,Public,223603,2020-08-01,SG,E,False,Los Angeles State Historic Park,,2023-02-15T22:45:41Z,PARK,200-8,34.070849,-118.226589,Los Angeles,,,CA,1799 Baker St,90012,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,,
83,public,24 hours daily,,,2023-05-14,,ELEC,Public,223844,2022-07-21,,E,,708 New Depot St,888-356-8911,2023-05-14T01:04:02Z,,GPS,34.06507687,-118.2422512,Los Angeles,,,CA,708 New Depot St,90012,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10571']},
84,public,Mon 6:00am - 11:59pm; Tue 6:00am - 11:59pm; Wed 6:00am - 11:59pm; Thu 6:00am - 11:59pm; Fri 9:00am - 11:59pm; Sat 9:00am - 11:59pm; Sun 9:00am - 10:00pm,,,2023-05-13,,ELEC,Public,228811,2018-09-11,,E,,Aiso Street Parking Garage,877-455-3833,2023-05-13T23:56:35Z,,GPS,34.051235,-118.240515,Los Angeles,,,CA,101 Judge John Aiso St,90012,US,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,eVgo Network,https://www.evgo.com/,,,,,,,,,,,,,,,,,,,,,,,,Public,,"{'station': ['2019'], 'posts': ['89061']}",
85,private,Contact station for hours of availability,,,2023-02-13,,ELEC,Private,251317,2022-09-14,P,E,,California Community Foundation,,2023-02-14T15:54:11Z,OFFICE_BLDG,GPS,34.0596705,-118.2478879,Los Angeles,,,CA,717 W Temple St,90012,US,,,,,,,,,,,,['J1772'],,,5.0,AMPUP,https://ampup.io/,,,,,,,,,,,,,,,,,,,,,,,,Privé,,,
86,public,24 hours daily,CREDIT_CARD_ALWAYS,ACCOUNT_BALANCE CREDIT,2023-05-03,,ELEC,Public - Credit card at all times,260050,2022-12-03,P,E,False,PF CA LAC Twin Towers,833-479-7359,2023-05-03T20:36:28Z,OFFICE_BLDG,200-8,34.05914,-118.23106,Los Angeles,,,CA,450 Bauchet St,90012,US,,,,,,,,,,,,['J1772'],,,20.0,POWERFLEX,https://www.powerflex.com,,,,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,
87,public,24 hours daily,,,2023-05-14,,ELEC,Public,260451,2023-05-06,,E,,622 W 3rd St,888-356-8911,2023-05-14T01:04:02Z,,GPS,33.74154212,-118.2906384,Los Angeles,,,CA,622 W 3rd St,90012,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10785']},
88,public,24 hours daily,,,2023-05-14,,ELEC,Public,260454,2023-05-06,,E,,852 W 2nd St,888-356-8911,2023-05-14T01:04:02Z,,GPS,33.74235179,-118.2957666,Los Angeles,,,CA,852 W 2nd St,90012,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10783']},
89,public,24 hours daily,,,2023-05-14,,ELEC,Public,260665,2023-05-11,,E,,354 W 2nd St,888-356-8911,2023-05-14T01:04:02Z,,GPS,33.74244537,-118.2845831,Los Angeles,,,CA,354 W 2nd St,90012,US,,,,,,,,,,,,['J1772'],,,1.0,FLO,https://flo.ca/,,,,,,,,,,,,,,,,,,,,,,,,Public,,{'posts': ['AUI-10676']},
